央视,#genre#
黑龙江卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225686/index.m3u8?servicetype=1&IASHttpSessionId=OTT
黑龙江卫视,http://111.40.196.9/PLTV/88888888/224/3221225544/index.m3u8
吉林卫视,http://59.44.10.113:9901/tsfile/live/1060_1.m3u8
吉林卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227099/index.m3u8?servicetype=1
辽宁卫视,http://59.44.10.113:9901/tsfile/live/1061_1.m3u8
辽宁卫视,http://iptv.tvfix.org/hls/lnhd.m3u8
辽宁卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225639/index.m3u8?servicetype=1&IASHttpSessionId=OTT
江苏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://iptv.tvfix.org/hls/jshd.m3u8
江苏卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225702/index.m3u8
江西卫视,http://59.44.10.113:9901/tsfile/live/1056_1.m3u8
江西卫视,http://140.207.241.3:8080/live/program/live/jxwshd/4000000/mnf.m3u8
四川卫视,http://59.44.10.113:9901/tsfile/live/1067_1.m3u8
四川卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227182/index.m3u8?servicetype=1
山东卫视,http://59.44.10.113:9901/tsfile/live/1039_1.m3u8
山东卫视,http://iptv.tvfix.org/hls/sdhd.m3u8
深圳卫视,http://59.44.10.113:9901/tsfile/live/1023_1.m3u8
深圳卫视,http://iptv.tvfix.org/hls/szhd.m3u8
深圳卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/szwshd/4000000/mnf.m3u8
深圳卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225691/index.m3u8?servicetype=1&IASHttpSessionId=OTT
深圳卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225725/index.m3u8?servicetype=1&IASHttpSessionId=OTT
厦门卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221226781/index.m3u8?servicetype=1
云南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227181/index.m3u8?servicetype=1
浙江卫视,http://59.44.10.113:9901/tsfile/live/1021_1.m3u8
浙江卫视,http://iptv.tvfix.org/hls/zjhd.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
甘肃卫视,https://hls.gstv.com.cn/49048r/6e1sy2.m3u8
内蒙古卫视,http://live9.m2oplus.nmtv.cn/nmgws/hd/live.m3u8
宁夏卫视,http://stream.nxtv.com.cn/wspd/playlist.m3u8?_upt=fa53c2f61648789761
青海卫视,http://stream.qhbtv.com/qhws/playlist.m3u8
山西卫视,http://111.40.196.9/PLTV/88888888/224/3221225520/index.m3u8
陕西卫视,http://stream.snrtv.com/sxbc-star-HJPSW7.m3u8
新疆卫视,http://livehyw5.chinamcache.com/hyw/zb01.m3u8?txSecret=ae8931bdd58e82f6a8bbcd51cae1efb3&txTime=62446480
西藏卫视,
港澳台,#genre#
凤凰中文,http://39.135.55.105:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1
凤凰中文,http://anren.live/HK/AQtU.m3u8
凤凰资讯,http://iptv.tvfix.org/hls/fhzw.m3u8
凤凰资讯,http://anren.live/HK/AQtQ.m3u8
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
澳视澳门,http://61.244.22.4/ch1/ch1.live/playelist.m3u8
